Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Nintendo 64","Games","Wishlist","Pokémon Snap","United Kingdom","Official","Nintendo","HAL Laboratory","4 Feb 2025","CIB","12.50","38.36","213.33","38.36","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Pokémon Stadium 2","United Kingdom","Official","Nintendo","Nintendo EAD","4 Feb 2025","CIB","49.41","143.04","332.00","143.04","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Super Mario 64","United Kingdom","Official","Nintendo","Nintendo EAD","4 Feb 2025","CIB","13.11","49.56","278.89","49.56","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Super Smash Bros.","United Kingdom","Official","Nintendo","HAL Laboratory","4 Feb 2025","CIB","28.23","60.48","464.68","60.48","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Turok 2: Seeds of Evil","United Kingdom","Official","Acclaim Entertainment","Iguana Entertainment","4 Feb 2025","CIB","4.70","18.56","223.30","18.56","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Turok: Dinosaur Hunter","United Kingdom","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","4 Feb 2025","CIB","5.00","19.67","91.72","19.67","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Wave Race 64","United Kingdom","Official","Nintendo","Nintendo EAD","4 Feb 2025","CIB","5.81","19.48","169.77","19.48","-1.0","?","?","?","",""
"Nintendo 64","Games","Wishlist","Yoshi's Story","United Kingdom","Official","Nintendo","Nintendo EAD","4 Feb 2025","CIB","12.78","65.46","278.91","65.46","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","007: Tomorrow Never Dies","United Kingdom","Official","Electronic Arts","Black Ops Entertainment","4 Nov 2024","Boxed","3.46","5.02","82.14","3.46","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Demo One","","Official","Missing Field","Missing Field","8 Feb 2025","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Area 51","United Kingdom","Official","Midway Games","Tantalus Entertainment","4 Nov 2024","CIB","6.50","12.31","52.08","12.31","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Crash Bandicoot","United Kingdom","Official","Sony Computer Entertainment Europe","Naughty Dog Software","4 Nov 2024","Boxed","9.02","24.74","212.33","16.65","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Destruction Derby 2 (Platinum)","United Kingdom","Official","Reflections Interactive Limited","Psygnosis Camden Studio","2 Dec 2024","CIB","6.33","9.01","89.53","9.01","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA Soccer 96","United Kingdom","Official","EA Sports","Extended Play Productions","4 Nov 2024","Boxed","5.08","15.64","45.50","11.24","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy IX","United Kingdom","Official","Squaresoft","Squaresoft","4 Nov 2024","CIB","11.65","15.17","161.86","15.17","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy IX","Japan","Official","Squaresoft","Squaresoft","4 Nov 2024","CIB","8.34","8.87","101.83","8.87","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VI","United Kingdom","Official","Sony Computer Entertainment Europe","Squaresoft","8 Mar 2025","CIB","21.92","22.03","160.16","22.03","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VII","Japan","Official","Squaresoft","Squaresoft","4 Nov 2024","CIB","6.92","13.69","214.13","13.69","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VII [Platinum]","United Kingdom","Official","Sony Computer Entertainment, Squaresoft","Squaresoft","4 Nov 2024","CIB","9.40","10.65","341.22","10.65","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VIII","United Kingdom","Official","Squaresoft","Squaresoft","4 Nov 2024","CIB+","10.04","19.42","139.08","19.42","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VIII","Japan","Official","Squaresoft","Squaresoft","4 Nov 2024","CIB","6.09","9.37","161.88","9.37","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Final Fantasy VIII [Demo]","United Kingdom","Demo","Squaresoft","Squaresoft","4 Nov 2024","Loose","?","?","?","?","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","G-Police","United Kingdom","Official","Psygnosis Limited","Psygnosis","25 Oct 2025","CIB","6.68","7.13","18.61","7.13","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Mega Man Legends","United Kingdom","Official","Virgin Interactive Entertainment (Europe) Ltd.","Capcom Production Studio 2","5 Nov 2024","CIB","69.40","169.33","267.49","169.33","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Metal Gear Solid [Platinum]","United Kingdom","Official","Konami","Konami Computer Entertainment Japan","6 Nov 2024","CIB","18.17","33.51","87.12","33.51","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Parasite Eve II","United Kingdom","Official","Squaresoft","Squaresoft","2 Dec 2024","CIB","42.48","42.48","104.24","42.48","-1.0","?","?","?","",""
"Sony PlayStation","Systems","Owned","PlayStation Console","United Kingdom","Official","Sony","Missing Field","5 Dec 2024","Loose","54.44","57.19","416.87","54.44","-1.0","?","?","?","",""
"Sony PlayStation","Systems","Owned","PlayStation Console [DualShock Bundle SCPH-7000]","Japan","Official","Sony","Sony","5 Dec 2024","Loose","87.04","130.30","246.65","87.04","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Point Blank","United Kingdom","Official","Sony Computer Entertainment","Namco","2 Dec 2024","CIB","18.26","24.54","68.65","24.54","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Point Blank 2","United Kingdom","Official","Namco","Namco","2 Dec 2024","CIB","10.60","16.24","40.16","16.24","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Point Blank 3","United Kingdom","Official","Namco","Namco","2 Dec 2024","CIB","15.82","35.87","48.64","35.87","-1.0","?","?","?","",""
"Sony PlayStation","Systems","Owned","PSOne Slim Console","United Kingdom","Official","Sony Computer Entertainment","Sony Computer Entertainment","5 Dec 2024","Loose","32.50","132.13","343.26","32.50","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Rage Racer","United Kingdom","Official","Sony Computer Entertainment Europe","Namco","2 Dec 2024","Boxed","8.32","12.18","203.94","8.47","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Tekken 2","United Kingdom","Official","Sony Computer Entertainment Europe","Namco","2 Feb 2025","Boxed","6.98","9.86","159.11","6.98","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Time Crisis [Gun Bundle]","United Kingdom","Official","Sony","Namco","2 Feb 2025","CIB+","36.04","51.50","165.11","51.50","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Time Crisis [Platinum]","United Kingdom","Official","Sony Computer Entertainment","Namco","2 Feb 2025","Boxed","4.65","7.42","242.64","4.65","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Time Crisis: Project Titan","United Kingdom","Official","Namco","Flying Tiger Entertainment","2 Feb 2025","CIB+","8.60","8.82","29.54","8.82","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Vagrant Story","United Kingdom","Official","Squaresoft","Squaresoft","15 Oct 2025","CIB","36.42","42.34","194.03","42.34","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Alundra 2","United Kingdom","Official","Activision","Matrix Software","4 Feb 2025","CIB","15.16","16.94","71.62","16.94","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Armored Core","United Kingdom","Official","Sony Computer Entertainment Europe Ltd.","FromSoftware, Inc.","4 Feb 2025","CIB","15.94","63.01","163.81","63.01","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Armored Core","United Kingdom","Official","Sony Computer Entertainment Europe Ltd.","FromSoftware, Inc.","3 Aug 2025","CIB","15.94","63.01","163.81","63.01","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Bloody Roar","United Kingdom","Official","Virgin Interactive Entertainment (Europe) Ltd.","Hudson Soft","4 Feb 2025","CIB","12.37","37.76","98.29","37.76","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Bomberman","United Kingdom","Official","Virgin Interactive Entertainment (Europe) Ltd.","Hudson Soft","4 Feb 2025","CIB","8.82","11.62","54.84","11.62","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Chocobo Racing","United Kingdom","Official","Squaresoft","Squaresoft","4 Feb 2025","CIB","102.46","153.63","526.22","153.63","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Cool Boarders","United Kingdom","Official","SCEE","UEP Systems","4 Feb 2025","CIB","4.82","5.85","89.35","5.85","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Croc 2","United Kingdom","Official","Fox Interactive, THQ","Argonaut Games, Natsume","4 Feb 2025","CIB","11.71","16.33","64.33","16.33","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Dino Crisis","United Kingdom","Official","Capcom","Capcom","4 Feb 2025","CIB","21.09","39.06","144.64","39.06","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Dynasty Warriors","United Kingdom","Official","Koei Co., Ltd.","Omega Force","4 Feb 2025","CIB","5.50","6.40","45.15","6.40","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Ehrgeiz","United Kingdom","Official","Squaresoft","Dream Factory","4 Feb 2025","CIB","44.54","50.27","333.35","50.27","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Final Fantasy Anthology","United Kingdom","Official","Sony Computer Entertainment Europe","Squaresoft","4 Feb 2025","CIB","23.85","24.04","175.37","24.04","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Future Cop: L.A.P.D.","United Kingdom","Official","Electronic Arts","EA Redwood Shores","4 Feb 2025","CIB","27.56","35.41","92.33","35.41","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","G.Darius","United Kingdom","Official","THQ","Taito Corporation","4 Feb 2025","CIB","23.13","25.34","92.54","25.34","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Ghost in the Shell","United Kingdom","Official","Sony","Exact, Sugar & Rockets, Ultra","4 Feb 2025","CIB","68.68","164.43","191.87","164.43","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","King's Field","United Kingdom","Official","Sony Computer Entertainment Europe","FromSoftware, Inc.","4 Feb 2025","CIB","40.26","149.75","253.97","149.75","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Klonoa Beach Volleyball","United Kingdom","Official","Namco","Namco","4 Feb 2025","CIB","37.71","60.29","104.48","60.29","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Klonoa: Door to Phantomile","United Kingdom","Official","Namco","Namco","4 Feb 2025","CIB","70.59","132.14","343.26","132.14","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Mega Man Legends 2","United Kingdom","Official","Capcom","Capcom","4 Feb 2025","CIB","56.47","146.89","398.39","146.89","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Metal Slug X","United Kingdom","Official","Agetec, Inc.","SNK","4 Feb 2025","CIB","32.39","90.48","112.43","90.48","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Oddworld: Abe's Oddysee","United Kingdom","Official","GT Interactive Software (UK) Ltd.","Oddworld Inhabitants","4 Feb 2025","CIB","9.94","10.46","111.47","10.46","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Pandemonium!","United Kingdom","Official","Crystal Dynamics, Inc.","Crystal Dynamics, Inc.","4 Feb 2025","CIB","15.62","16.70","43.19","16.70","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","PaRappa the Rapper","United Kingdom","Official","Sony Computer Entertainment","NanaOn-Sha Co., Ltd.","4 Feb 2025","CIB","28.87","54.15","140.73","54.15","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","PaRappa the Rapper","United Kingdom","Official","Sony Computer Entertainment","NanaOn-Sha Co., Ltd.","12 Nov 2025","CIB","28.87","54.15","140.73","54.15","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Resident Evil","United Kingdom","Official","Capcom","Capcom","4 Feb 2025","CIB","14.04","24.54","390.66","24.54","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Resident Evil 2","United Kingdom","Official","Virgin Interactive Entertainment (Europe) Ltd.","Capcom","4 Feb 2025","CIB","25.61","33.63","146.72","33.63","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Resident Evil 3: Nemesis","United Kingdom","Official","Eidos Interactive","Capcom","4 Feb 2025","CIB","30.83","34.39","260.26","34.39","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Ridge Racer","United Kingdom","Official","Sony Computer Entertainment","Namco","4 Feb 2025","CIB","6.27","11.66","186.92","11.66","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Ridge Racer Type 4","United Kingdom","Official","SCEE","Namco","4 Feb 2025","CIB","9.66","13.29","33.21","13.29","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","SaGa Frontier 2","United Kingdom","Official","Squaresoft","Squaresoft","4 Feb 2025","CIB","40.74","41.39","111.55","41.39","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Suikoden","United Kingdom","Official","Konami","Konami Computer Entertainment Tokyo","4 Feb 2025","CIB","53.40","97.21","104.48","97.21","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Suikoden II","United Kingdom","Official","Konami","Konami Computer Entertainment Tokyo","4 Feb 2025","CIB","71.50","127.21","502.46","127.21","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Syphon Filter 3","United Kingdom","Official","Sony Computer Entertainment","Eidetic, SCE Bend Studio","4 Feb 2025","CIB","11.01","15.44","33.00","15.44","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Tekken","United Kingdom","Official","Namco, Sony Computer Entertainment Europe","Namco","4 Feb 2025","CIB","6.43","12.73","200.15","12.73","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Tekken 3","United Kingdom","Official","Sony Computer Entertainment Europe","Namco","4 Feb 2025","CIB","18.97","19.31","61.86","19.31","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Tenchu 2: Birth of the Stealth Assassins","United Kingdom","Official","Activision","ACQUIRE","4 Feb 2025","CIB","13.41","19.87","77.21","19.87","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Adventures of Alundra","United Kingdom","Official","Psygnosis Limited","Matrix Software","4 Feb 2025","CIB","16.50","43.53","113.18","43.53","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Misadventures of Tron Bonne","United Kingdom","Official","Eidos Interactive","Capcom","4 Feb 2025","CIB","113.89","275.29","749.71","275.29","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Tombi!","United Kingdom","Official","Sony Computer Entertainment Europe","Whoopee Camp","4 Feb 2025","CIB","85.90","172.71","448.99","172.71","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Tombi! 2","United Kingdom","Official","Sony Computer Entertainment Europe","Whoopee Camp","4 Feb 2025","CIB","62.52","129.38","336.55","129.38","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Um Jammer Lammy","United Kingdom","Official","Sony Computer Entertainment","NanaOn-Sha Co., Ltd.","4 Feb 2025","CIB","64.97","201.82","524.94","201.82","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Um Jammer Lammy","United Kingdom","Official","Sony Computer Entertainment","NanaOn-Sha Co., Ltd.","12 Nov 2025","CIB","64.97","201.82","524.94","201.82","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Vandal Hearts","United Kingdom","Official","Konami","Konami","4 Feb 2025","CIB","34.39","41.17","107.22","41.17","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Vandal Hearts II","United Kingdom","Official","Konami","Konami Computer Entertainment Nagoya","4 Feb 2025","CIB","29.49","46.75","69.47","46.75","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Vib-Ribbon","United Kingdom","Official","Sony","NanaOn-Sha Co., Ltd.","4 Feb 2025","CIB","55.14","104.41","171.26","104.41","-1.0","?","?","?","",""
"Sony PlayStation","Games","Wishlist","Wipeout 2097","United Kingdom","Official","Psygnosis Limited","Psygnosis","4 Feb 2025","CIB","8.61","20.41","264.67","20.41","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Advance Wars","United Kingdom","Official","Nintendo","Intelligent Systems Co., Ltd.","4 Nov 2024","Loose","9.69","30.45","40.59","9.69","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Advance Wars 2: Black Hole Rising","United Kingdom","Official","Nintendo","Intelligent Systems Co., Ltd.","4 Nov 2024","Loose","21.30","41.21","117.55","21.30","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Final Fantasy Tactics Advance","United Kingdom","Official","Nintendo","Square Enix","4 Nov 2024","Loose","12.06","31.53","231.93","12.06","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Fire Emblem","United Kingdom","Official","Nintendo","Intelligent Systems","4 Nov 2024","CIB","35.19","134.25","185.61","134.25","-1.0","?","?","?","",""
"Nintendo Game Boy Advance","Games","Owned","Yoshi's Island: Super Mario Advance 3","United Kingdom","Official","Nintendo","Nintendo","2 Feb 2025","Loose","8.38","26.98","164.47","8.38","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","After Burner","United Kingdom","Official","Sega","Sega","4 Nov 2024","CIB","6.75","13.05","32.49","13.05","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Asterix and the Secret Mission","United Kingdom","Official","Sega","Sega","4 Nov 2024","Boxed","10.75","33.52","67.01","17.52","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Castle of Illusion Starring Mickey Mouse","United Kingdom","Official","Sega","Sega","4 Nov 2024","Boxed","4.85","14.25","157.32","7.30","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Ecco the Dolphin","United Kingdom","Official","Sega","Novotrade International","4 Nov 2024","CIB","5.36","12.51","73.19","12.51","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Lemmings","United Kingdom","Official","Psygnosis Limited","DMA Design Limited","5 Nov 2024","CIB","4.61","13.23","29.62","13.23","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","OutRun Europa","United Kingdom","Official","Sega","U.S. Gold Ltd.","6 Nov 2024","Loose","7.40","18.13","36.48","7.40","-1.0","?","?","?","",""
"Sega Master System","Systems","Owned","Sega Master System II Console","United Kingdom","Official","Missing Field","Missing Field","25 Dec 2024","Loose","31.97","69.22","364.27","31.97","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Shinobi","United Kingdom","Official","Sega of America, Inc.","Sega R&D2","2 Dec 2024","Loose","6.26","21.85","89.73","6.26","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Sonic Chaos","United Kingdom","Official","Sega","Aspect Co. Ltd.","2 Dec 2024","Loose","16.64","26.90","335.07","16.64","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Aspect Co. Ltd.","2 Dec 2024","CIB","5.23","22.27","40.95","22.27","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Aspect Co. Ltd.","2 Dec 2024","Loose","5.23","22.27","40.95","5.23","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Space Harrier","United Kingdom","Official","Sega","Sega","5 Dec 2024","Loose","6.57","22.98","46.16","6.57","-1.0","?","?","?","",""
"Sega Master System","Games","Owned","Lucky Dime Caper Starring Donald Duck","United Kingdom","Official","Sega","Sega","5 Nov 2024","Boxed","4.29","16.79","40.95","8.64","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Altered Beast","United Kingdom","Official","Sega Europe","Sega","4 Nov 2024","Loose","9.34","18.42","233.67","9.34","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Comix Zone","United Kingdom","Official","Sega","Sega","4 Nov 2024","CIB","26.46","86.48","188.74","86.48","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Dynamite Headdy","United Kingdom","Official","Sega","Treasure","4 Nov 2024","Boxed","10.13","23.00","69.85","18.98","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Ecco: The Tides of Time","United Kingdom","Official","Sega","Novotrade International","4 Nov 2024","CIB","6.01","15.04","59.47","15.04","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Herzog Zwei","United Kingdom","Official","Sega","TechnoSoft","4 Nov 2024","CIB","28.47","53.92","134.77","53.92","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Marko's Magic Football","United Kingdom","Official","Domark Group Ltd.","The Cartoon Mavericks","5 Nov 2024","Boxed","6.14","16.98","42.44","12.93","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Mega Games 2","United Kingdom","Official","Sega","Sega","5 Nov 2024","Boxed","5.79","15.90","74.21","9.17","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Mega Games I","United Kingdom","Official","Sega","Missing Field","5 Nov 2024","CIB","1.97","10.86","93.81","10.86","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Ristar","United Kingdom","Official","Sega","Sega CS1","2 Dec 2024","CIB","53.18","114.06","285.18","114.06","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Systems","Owned","Sega Mega Drive II","United Kingdom","Official","Missing Field","Missing Field","25 Dec 2024","Loose","38.69","81.70","221.38","38.69","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Shining Force","United Kingdom","Official","Sega","Climax Entertainment, Sonic! Software Planning","2 Dec 2024","CIB","39.32","85.85","214.44","85.85","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Shining Force II","United Kingdom","Official","Sega","Sonic! Software Planning","13 Sep 2025","Loose","30.32","125.90","314.96","30.32","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic & Knuckles","United Kingdom","Official","Sega Europe","Sonic Team","2 Dec 2024","CIB+","19.92","50.57","451.96","50.57","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","Boxed","3.50","21.98","220.46","10.51","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Sega","2 Dec 2024","CIB","5.55","12.13","72.98","12.13","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Sega","2 Dec 2024","CIB","5.55","12.13","72.98","12.13","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sonic the Hedgehog 3","United Kingdom","Official","Sega","Sega","2 Dec 2024","Boxed","19.20","41.99","104.99","27.25","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Spider-Man vs. The Kingpin","United Kingdom","Official","Sega","Technopop, Inc., Sega of America","5 Dec 2024","Boxed","9.61","29.70","217.93","21.49","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Streets of Rage II","United Kingdom","Official","Sega","Sega","29 Dec 2024","Boxed","17.61","46.24","79.45","32.83","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Sylvester and Tweety in Cagey Capers","United Kingdom","Official","Time Warner Interactive, Inc.","Alexandria","2 Feb 2025","Boxed","7.22","26.53","66.27","17.83","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Taz in Escape From Mars","United Kingdom","Official","Sega","Headgames","2 Feb 2025","Boxed","7.94","14.65","46.19","12.94","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Pagemaster","United Kingdom","Official","Missing Field","Missing Field","6 Nov 2024","CIB","8.40","21.67","54.36","21.67","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Owned","Vectorman","United Kingdom","Official","Sega","BlueSky Software","2 Feb 2025","Boxed","15.47","18.98","77.39","15.47","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Dr. Robotnik's Mean Bean Machine","United Kingdom","Official","Sega","Compile","3 Feb 2025","CIB","18.32","55.13","137.75","55.13","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Golden Axe","United Kingdom","Official","Sega Europe","Sega","3 Feb 2025","CIB","15.26","43.92","114.83","43.92","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Golden Axe II","United Kingdom","Official","Sega Europe","Sega","3 Feb 2025","CIB","12.62","34.69","301.51","34.69","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Gunstar Heroes","United Kingdom","Official","Sega","Treasure","3 Feb 2025","CIB","55.23","192.18","480.26","192.18","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","OutRun","United Kingdom","Official","Sega","Sanritsu","3 Feb 2025","CIB","20.28","86.13","215.19","86.13","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Rocket Knight Adventures","United Kingdom","Official","Konami","Konami","3 Feb 2025","CIB","22.90","54.73","81.89","54.73","-1.0","?","?","?","",""
