Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Sega Genesis/Mega Drive","Games","Wishlist","Shining Force II","United Kingdom","Official","Sega","Sonic! Software Planning","3 Feb 2025","CIB","30.32","125.90","314.96","125.90","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Sonic 3D Flickies' Island","United Kingdom","Official","Sega","Sonic Team","3 Feb 2025","CIB","13.75","25.50","64.03","25.50","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Sparkster","United Kingdom","Official","Konami","Konami","3 Feb 2025","CIB","45.74","148.44","370.81","148.44","-1.0","?","?","?","",""
"Sega Genesis/Mega Drive","Games","Wishlist","Streets of Rage 3","United Kingdom","Official","Sega","Sega","3 Feb 2025","CIB","58.76","177.43","258.89","177.43","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Asterix","United Kingdom","Official","Infogrames Entertainment","Infogrames","4 Nov 2024","Loose","8.86","23.33","200.06","8.86","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Dragon: The Bruce Lee Story","United Kingdom","Official","Virgin Interactive Entertainment","Virgin Interactive Entertainment","4 Nov 2024","Loose","14.48","50.74","129.31","14.48","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","F-Zero","United Kingdom","Official","Nintendo","Nintendo EAD","4 Nov 2024","Loose","6.60","34.83","254.22","6.60","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","GP-1","United Kingdom","Official","Atlus Co., Ltd.","Atlus","4 Nov 2024","Loose","6.72","23.31","60.31","6.72","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Mario Paint","United Kingdom","Official","Nintendo","Intelligent Systems","5 Nov 2024","Loose+","4.48","38.35","150.28","4.48","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Mickey Mania","United Kingdom","Official","Disney Software, Sony Imagesoft UK","Traveller's Tales Ltd., Psygnosis","6 Nov 2024","Loose","9.23","36.81","193.60","9.23","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Mighty Morphin Power Rangers","United Kingdom","Official","Bandai Co., Ltd.","Natsume","2 Dec 2024","Loose","21.00","95.34","247.95","21.00","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","NBA Jam","United Kingdom","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","6 Nov 2024","Loose","5.61","24.60","137.36","5.61","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","NBA Jam: Tournament Edition","United Kingdom","Official","Acclaim","Acclaim Studios Austin","6 Nov 2024","CIB","6.38","24.48","63.29","24.48","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Nintendo Scope 6","United Kingdom","Official","Nintendo","Nintendo R&D1","6 Nov 2024","Loose","10.77","75.32","195.83","10.77","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Space Ace","United Kingdom","Official","Empire Interactive Entertainment","Entertainment Int","5 Dec 2024","Loose","13.54","67.29","174.98","13.54","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Street Fighter II","United Kingdom","Official","Capcom","Capcom","29 Dec 2024","Loose","5.62","54.49","268.39","5.62","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Street Fighter II Turbo","United Kingdom","Official","Missing Field","Missing Field","29 Dec 2024","Loose","7.99","57.92","283.01","7.99","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Super Adventure Island","United Kingdom","Official","Hudson Entertainment, Inc.","Produce","29 Dec 2024","Loose","11.43","45.22","228.57","11.43","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Super Mario World","United Kingdom","Official","Nintendo","Nintendo","2 Feb 2025","Loose","8.15","134.27","591.01","8.15","-1.0","?","?","?","",""
"SNES/Super Famicom","Systems","Owned","Super Nintendo Console","United Kingdom","Official","Nintendo","Missing Field","5 Dec 2024","Loose","66.51","188.17","489.20","66.51","-1.0","?","?","?","",""
"SNES/Super Famicom","Games","Owned","Super Tennis","United Kingdom","Official","Nintendo","Nintendo","2 Feb 2025","Loose","3.37","16.67","43.25","3.37","-1.0","?","?","?","",""
"Nintendo Game Boy Color","Games","Owned","Asteroids","United Kingdom","Official","Activision","Syrox Developments","4 Nov 2024","Loose","6.14","19.07","39.54","6.14","-1.0","?","?","?","",""
"Nintendo Game Boy Color","Games","Owned","Pokémon Crystal Version","United Kingdom","Official","Nintendo","Game Freak","2 Dec 2024","Loose","70.45","340.66","392.76","70.45","-1.0","?","?","?","",""
"Nintendo Game Boy Color","Games","Owned","Pokémon Pinball","United Kingdom","Official","Nintendo","Jupiter Corporation","2 Dec 2024","Loose","8.59","42.99","97.71","8.59","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Bangai-O","United Kingdom","Official","Swing! Entertainment Media AG","Treasure","4 Nov 2024","CIB","23.85","52.56","68.32","52.56","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","ChuChu Rocket!","United Kingdom","Official","Sega","Sonic Team","4 Nov 2024","CIB","2.39","6.11","15.44","6.11","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Crazy Taxi","United Kingdom","Official","Sega","Hitmaker","2 Feb 2025","CIB","11.27","25.80","65.96","25.80","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Crazy Taxi 2","United Kingdom","Official","Sega","Hitmaker","4 Nov 2024","CIB","18.38","44.70","120.53","44.70","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Dead or Alive 2","United Kingdom","Official","Acclaim Entertainment, Inc.","Team Ninja","4 Nov 2024","CIB","9.20","15.68","52.05","15.68","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Evolution","United Kingdom","Official","Ubisoft","Neverland, Sting","4 Nov 2024","CIB","13.97","33.60","89.00","33.60","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Fur Fighters","United Kingdom","Official","Acclaim Entertainment","Bizarre Creations, Ltd.","4 Nov 2024","CIB","6.41","18.06","26.53","18.06","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Grandia II","United Kingdom","Official","Ubisoft","Ubisoft","26 Nov 2025","CIB","35.69","49.99","62.44","49.99","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Hydro Thunder","United Kingdom","Official","Midway Home Entertainment","Eurocom Entertainment Software","4 Nov 2024","CIB","7.65","13.25","25.17","13.25","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Jet Set Radio","United Kingdom","Official","Sega","Smilebit","4 Nov 2024","CIB","20.57","32.92","39.60","32.92","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Legacy of Kain: Soul Reaver","United Kingdom","Official","Eidos Interactive","Crystal Dynamics, Inc.","3 Feb 2025","CIB","7.28","20.62","54.63","20.62","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Phantasy Star Online","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","CIB","7.19","21.24","86.19","21.24","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Power Stone","United Kingdom","Official","Capcom, Eidos Interactive","Capcom","2 Dec 2024","CIB","9.16","20.04","92.87","20.04","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Power Stone 2","United Kingdom","Official","Capcom, Eidos Interactive","Capcom","25 Nov 2024","CIB","17.35","54.06","150.72","54.06","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Psychic Force 2012","United Kingdom","Official","Taito Corporation","Taito Corporation","2 Dec 2024","CIB","15.62","43.83","83.39","43.83","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Rayman 2: The Great Escape","United Kingdom","Official","Ubisoft","Ubisoft","2 Dec 2024","CIB","9.88","31.69","118.10","31.69","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Resident Evil Code: Veronica","United Kingdom","Official","Capcom","Eidos","2 Dec 2024","CIB","9.43","31.19","123.94","31.19","-1.0","?","?","?","",""
"Sega Dreamcast","Systems","Owned","Sega Dreamcast Console","United States of America","Official","Sega","Sega","5 Dec 2024","Loose","100.27","185.80","651.52","100.27","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Shenmue","United Kingdom","Official","Sega","Sega AM2 R&D Division","2 Dec 2024","CIB","7.44","26.46","197.06","26.46","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Shenmue II","United Kingdom","Official","Sega","Sega AM2 R&D Division","2 Dec 2024","CIB","11.94","44.63","165.57","44.63","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Skies of Arcadia","United Kingdom","Official","Sega","Overworks","2 Dec 2024","CIB","24.65","78.48","294.10","78.48","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Sonic Adventure","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","CIB","7.39","22.94","155.75","22.94","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Sonic Adventure 2","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","CIB","32.11","91.12","158.81","91.12","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","SoulCalibur","United Kingdom","Official","Namco","Project Soul","5 Dec 2024","CIB","7.67","14.39","71.33","14.39","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Space Channel 5","United Kingdom","Official","Sega","United Game Artists","17 Jan 2025","CIB","12.66","33.13","63.40","33.13","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Speed Devils","United Kingdom","Official","Ubisoft Entertainment","Ubisoft Montreal","5 Dec 2024","CIB","9.72","17.30","35.17","17.30","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Tech Romancer","United Kingdom","Official","Capcom, Virgin Interactive Entertainment","Capcom","2 Feb 2025","CIB","29.11","64.30","73.65","64.30","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","House of the Dead 2","United Kingdom","Official","Sega","Sega AM1 R&D Division","4 Nov 2024","B","7.95","21.21","121.07","21.21","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Tomb Raider: The Last Revelation","United Kingdom","Official","Eidos Interactive","Core Design Ltd.","2 Feb 2025","CIB","3.70","6.95","20.49","6.95","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Trickstyle","United Kingdom","Official","Acclaim Entertainment, Inc.","Criterion Games","2 Feb 2025","CIB","2.30","11.50","20.28","11.50","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Virtua Fighter 3tb","United Kingdom","Official","Sega","Genki","12 Feb 2025","CIB","4.93","8.38","25.75","8.38","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Owned","Who Wants to be a Millionaire?","United Kingdom","Official","Eidos Interactive","Hothouse Creations","2 Feb 2025","CIB","2.61","6.75","17.71","6.75","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Blue Stinger","United Kingdom","Official","Activision","Climax Entertainment","3 Feb 2025","CIB","10.89","19.93","68.23","19.93","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Bust-A-Move 4","United Kingdom","Official","Acclaim Entertainment, Inc.","Taito Corporation","3 Feb 2025","CIB","4.32","14.44","35.07","14.44","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Confidential Mission","United Kingdom","Official","Sega","Hitmaker","3 Feb 2025","CIB","9.92","27.55","47.35","27.55","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Ecco the Dolphin: Defender of the Future","United Kingdom","Official","Sega","Appaloosa Interactive","3 Feb 2025","CIB","4.58","19.34","103.51","19.34","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Evolution 2: Far Off Promise","United Kingdom","Official","Ubisoft Entertainment","Sting Entertainment","3 Feb 2025","CIB","98.61","382.87","521.87","382.87","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Fighting Vipers 2","United Kingdom","Official","Sega","Sega AM2 R&D Division","3 Feb 2025","CIB","19.26","50.39","90.71","50.39","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Gunbird 2","United Kingdom","Official","Capcom","Psikyo","3 Feb 2025","CIB","25.29","56.78","101.80","56.78","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Marvel vs. Capcom 2","United Kingdom","Official","Capcom, Virgin Interactive Entertainment","Capcom","3 Feb 2025","CIB","35.59","89.23","188.84","89.23","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Mr. Driller","United Kingdom","Official","Namco, Virgin Interactive Entertainment","Namco","3 Feb 2025","CIB","15.06","21.62","72.94","21.62","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Rez","United Kingdom","Official","Sega","United Game Artists","3 Feb 2025","CIB","66.85","116.03","160.91","116.03","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Samba de Amigo","United Kingdom","Official","Sega","Sonic Team","3 Feb 2025","CIB","89.63","251.74","343.58","251.74","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Sega Bass Fishing","United Kingdom","Official","Sega","SIMS Co., Ltd.","3 Feb 2025","CIB","5.93","26.88","51.34","26.88","-1.0","?","?","?","",""
"Sega Dreamcast","Games","Wishlist","Sonic Shuffle","United Kingdom","Official","Sega","Sega","3 Feb 2025","CIB","35.94","112.04","132.48","112.04","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Battlefield 1","United Kingdom","Official","Electronic Arts","DiCE","4 Nov 2024","CIB","3.31","3.43","9.34","3.43","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Advanced Warfare","United Kingdom","Official","Activision","Sledgehammer Games","4 Nov 2024","CIB","4.13","4.15","9.81","4.15","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: WWII","United Kingdom","Official","Activision","Sledgehammer Games","4 Nov 2024","CIB","5.02","5.08","10.06","5.08","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Code Vein","United Kingdom","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","4 Nov 2024","CIB","8.26","10.78","15.21","10.78","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Destiny","United Kingdom","Official","Activision, Bungie","Bungie","2 Dec 2024","CIB","2.33","2.51","9.54","2.51","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Destiny 2","United Kingdom","Official","Activision, Bungie","Bungie","4 Nov 2024","Loose","1.72","2.15","4.93","1.72","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Dying Light","United Kingdom","Official","Warner Bros. Interactive Entertainment","Techland Sp. z o.o","4 Nov 2024","CIB","4.48","6.07","10.69","6.07","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Earth Defense Force 4.1: The Shadow of New Despair","United States of America","Official","XSEED Games","Sandlot","4 Nov 2024","CIB","8.77","10.76","22.20","10.76","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Horizon Zero Dawn","United Kingdom","Official","Sony Interactive Entertainment","Guerrilla Games","4 Nov 2024","CIB","2.84","3.66","15.26","3.66","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Overwatch [Origins Edition]","United Kingdom","Official","Blizzard Entertainment","Blizzard Entertainment","6 Nov 2024","CIB","1.01","2.90","7.94","2.90","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Sonic Mania Plus","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","CIB+","9.08","10.39","19.02","10.39","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Last of Us Remastered","United Kingdom","Official","Sony Computer Entertainment","Naughty Dog Software","2 Feb 2025","CIB","5.76","9.25","13.61","9.25","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Witcher III: Wild Hunt [Game of the Year Edition]","United Kingdom","Official","Bandai Namco Entertainment","CD Projekt RED Sp. z o.o.","2 Feb 2025","CIB","5.17","5.59","15.06","5.59","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Brute Force","United Kingdom","Official","Microsoft","Digital Anvil","4 Nov 2024","Boxed","3.02","6.81","18.35","5.79","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Dynasty Warriors 4","United Kingdom","Official","Koei","Omega Force","4 Nov 2024","CIB","8.99","10.43","25.32","10.43","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Dynasty Warriors 5","United Kingdom","Official","Koei","Omega Force","4 Nov 2024","B","5.53","7.83","18.61","3.13","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Elder Scrolls III: Morrowind","United Kingdom","Official","Bethesda Softworks","Bethesda Game Studios","8 Feb 2026","CIB+","6.53","8.96","94.76","8.96","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Fable","United Kingdom","Official","Microsoft Studios","Lionhead Studios Ltd.","4 Nov 2024","B","4.77","6.02","79.94","1.91","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Grand Theft Auto Double Pack","United Kingdom","Official","Rockstar Games","Rockstar Games","4 Nov 2024","CIB","14.33","17.27","94.62","17.27","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Halo 2","United Kingdom","Official","Microsoft Studios","Bungie","4 Nov 2024","Boxed","3.73","6.99","83.89","6.83","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Halo: Combat Evolved","United States of America","Official","Microsoft Studios","Bungie","4 Nov 2024","Boxed","5.21","9.97","52.39","5.51","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","JSRF: Jet Set Radio Future","United Kingdom","Official","Sega","Sega","4 Nov 2024","CIB","18.95","33.19","68.58","33.19","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Metal Gear Solid 2: Substance","United Kingdom","Official","Konami","Konami Computer Entertainment Japan","6 Nov 2024","CIB","4.89","6.81","34.85","6.81","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Panzer Dragoon Orta","United Kingdom","Official","Sega Europe","Smilebit","6 Nov 2024","CIB","14.10","16.90","69.49","16.90","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Project Gotham Racing 2","United Kingdom","Official","Microsoft","Bizarre Creations, Ltd.","2 Dec 2024","CIB","2.36","2.90","8.36","2.90","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Red Ninja: End Of Honour","United Kingdom","Official","Sierra","Sierra","2 Dec 2024","CIB","12.61","19.23","46.16","19.23","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Samurai Warriors","United Kingdom","Official","Koei","Omega Force","2 Dec 2024","CIB","6.96","7.97","25.21","7.97","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","SNK vs. Capcom: SVC Chaos","United Kingdom","Official","Ignition Entertainment Ltd.","SNK Playmore","2 Feb 2025","Boxed","9.64","11.88","22.40","9.64","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Star Wars: Knights Of The Old Republic","United Kingdom","Official","LucasArts Entertainment Company LLC","BioWare","5 Dec 2024","Boxed","4.50","7.18","48.81","4.50","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","Tom Clancy's Rainbow Six 3","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 Dec 2024","CIB","2.67","3.73","13.18","3.73","-1.0","?","?","?","",""
"Microsoft Xbox","Games","Owned","XIII","United Kingdom","Official","Ubisoft","SouthEnd Interactive","2 Feb 2025","CIB","2.35","3.57","12.75","3.57","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Time Crisis II [G.Con 2 Bundle]","United Kingdom","Official","Namco","Namco","2 Feb 2025","CIB+","21.50","27.95","67.01","27.95","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Time Crisis: Crisis Zone","United Kingdom","Official","Namco","Namco","2 Feb 2025","CIB+","8.45","10.99","25.87","10.99","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Time Crisis: Crisis Zone [GunCon 2 Bundle]","United States of America","Official","Namco","Namco","4 Nov 2024","CIB+","47.28","72.08","131.82","72.08","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Vampire Night","United Kingdom","Official","Namco","WOW Entertainment","2 Feb 2025","CIB","6.30","8.10","26.87","8.10","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","Armored Core 2","United Kingdom","Official","Ubisoft","FromSoftware, Inc.","8 Mar 2025","CIB","16.24","17.27","87.48","17.27","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","Armored Core 2: Another Age","United Kingdom","Official","Metro3D, Inc.","FromSoftware, Inc.","8 Mar 2025","CIB","7.53","22.14","49.95","22.14","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","Armored Core 3","United Kingdom","Official","Metro3D, Inc.","FromSoftware, Inc.","8 Mar 2025","CIB","34.91","42.72","45.96","42.72","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Armored Core 4","United Kingdom","Official","505 Games","FromSoftware, Inc.","23 Feb 2025","CIB","17.42","22.78","40.95","22.78","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Armored Core: For Answer","United Kingdom","Official","Ubisoft","FromSoftware, Inc.","8 Feb 2026","CIB","21.08","21.34","38.72","21.34","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Earth Defense Force 2017","United States of America","Official","D3 Publisher Inc.","Sandlot","4 Nov 2024","Loose","7.44","9.40","23.80","7.44","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Final Fantasy XIII [Limited Collector's Edition]","United Kingdom","Official","Square Enix","Square Enix","4 Nov 2024","CIB","13.06","21.35","58.36","21.35","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Halo 3","United Kingdom","Official","Microsoft Studios","Bungie","22 Mar 2025","Boxed","3.36","5.37","34.71","4.26","-1.0","?","?","?","",""
"Nintendo Switch","Systems","Owned","Nintendo Switch Pokemon: Let's Go Eevee Edition","United Kingdom","Official","Missing Field","Missing Field","4 Nov 2024","CIB","185.20","203.70","837.77","203.70","-1.0","?","?","?","",""
"PC","Games","Owned","Command & Conquer: Red Alert","United Kingdom","Official","Virgin Interactive Entertainment","Westwood Studios","5 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"PC","Games","Owned","Command & Conquer: Red Alert - Counterstrike","United States of America","Official","Electronic Arts","Westwood Studios","5 May 2025","CIB","5.04","20.41","22.34","20.41","-1.0","?","?","?","",""
"PC","Games","Owned","Command & Conquer: Red Alert - The Aftermath","United States of America","Official","Virgin Interactive Entertainment, Inc.","Westwood Studios, Inc.","5 May 2025","CIB","5.92","14.89","74.45","14.89","-1.0","?","?","?","",""
"PC","Games","Owned","Half-Life 2","United States of America","Official","Valve Corporation","Valve Corporation","4 Nov 2024","CIB","6.69","18.66","49.91","18.66","-1.0","?","?","?","",""
"Sega CD","Games","Owned","Puggsy","United Kingdom","Official","Psygnosis","Traveller's Tales Ltd.","2 Dec 2024","Boxed","17.45","44.81","71.12","39.60","-1.0","?","?","?","",""
"Sega CD","Games","Owned","Sonic CD","United Kingdom","Official","Sega","Sega","2 Feb 2025","CIB","35.33","80.02","259.30","80.02","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Dark Souls","United Kingdom","Official","Bandai Namco Entertainment","FromSoftware, Inc.","5 May 2025","CIB","6.74","8.96","47.70","8.96","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Dark Souls II","United Kingdom","Official","Missing Field","Missing Field","5 May 2025","CIB","5.67","6.74","29.78","6.74","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Demon's Souls","United Kingdom","Official","Bandai Namco Entertainment","FromSoftware, Inc.","17 May 2025","Boxed","8.99","19.57","41.62","16.15","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Sonic Generations","United Kingdom","Official","Sega","Sonic Team","2 Dec 2024","CIB","7.11","10.56","23.73","10.56","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Owned","Time Crisis 4 [G-Con 3 Bundle]","United Kingdom","Official","Namco","Nex Entertainment","2 Feb 2025","CIB+","66.92","98.66","148.17","98.66","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Wishlist","Armored Core V","United Kingdom","Official","Namco Bandai Games Europe SAS","FromSoftware, Inc.","8 Mar 2025","CIB","24.20","34.28","65.25","34.28","-1.0","?","?","?","",""
"Sony PlayStation 3","Games","Wishlist","Armored Core: Verdict Day","United Kingdom","Official","Bandai Namco Entertainment","FromSoftware, Inc.","3 Aug 2025","CIB","42.09","59.33","72.94","59.33","-1.0","?","?","?","",""
"Sega Game Gear","Games","Owned","Sonic the Hedgehog","United Kingdom","Official","Sega","Ancient","2 Dec 2024","Loose","7.49","21.63","74.12","7.49","-1.0","?","?","?","",""
"Sega Game Gear","Games","Owned","Sonic the Hedgehog 2","United Kingdom","Official","Sega","Aspect Co. Ltd.","2 Dec 2024","CIB","3.36","17.74","59.80","17.74","-1.0","?","?","?","",""
"Sega Game Gear","Games","Owned","Sonic the Hedgehog: Triple Trouble","United Kingdom","Official","Sega","Aspect Co. Ltd.","5 Dec 2024","Loose","26.51","107.91","263.00","26.51","-1.0","?","?","?","",""
"Nintendo Wii U","Games","Owned","Yoshi's Woolly World","United Kingdom","Official","Missing Field","Nintendo","2 Feb 2025","CIB","9.97","11.38","37.92","11.38","-1.0","?","?","?","",""
"Sony PlayStation 5","Games","Owned","Armored Core VI Fires of Rubicon [Launch Edition]","United Kingdom","Official","Bandai Namco Entertainment","FromSoftware, Inc.","29 Jul 2025","CIB+","13.90","14.35","20.99","14.35","-1.0","?","?","?","",""
"Sony PlayStation 5","Games","Owned","Clair Obscur: Expedition 33","United Kingdom","Official","Kepler Interactive","Sandfall Interactive","16 May 2025","Boxed","25.45","29.66","29.19","29.66","-1.0","?","?","?","",""
